gene_name	introns	transcripts	proteins
CR40354	0	3	1
Cyp9b2	3	1	1
Mcm7	4	1	1
CG32174	5	2	2
Mcm5	3	2	1
CG15044	0	1	1
Mcm3	3	2	2
Mcm2	1	3	2
Eip63F-1	18	18	5
isoQC	3	3	2
CG10077	7	27	5
CG34338	0	1	1
CG11200	6	7	1
CG11203	8	2	2
Hex-t2	1	2	2
CG14194	5	4	3
Hex-t1	0	2	1
CG11208	3	1	1
CG9323	6	3	2
CG6180	1	3	2
CG6184	7	5	5
CG2145	3	1	1
CG9328	5	14	2
CG6188	3	2	1
CG12278	0	1	1
Mgn140	0	1	1
CG8321	2	2	2
CG8320	5	5	1
CG8323	3	4	2
snRNA:U5:63BC	0	1	0
CG16965	5	2	2
CG16964	2	2	2
CG8326	1	1	1
CG8329	0	1	1
CG16787	0	2	1
CG16786	8	7	3
l(3)03670	2	1	1
Pkc53E	22	8	4
CG9213	2	1	1
CG3121	3	4	4
tRNA:CR31471	0	1	0
Obp18a	2	2	2
chr3L_12188877_12189228.0	0	1	0
Kif19A	5	1	1
chr2L_11582864_11583080.0	0	1	0
dom	17	9	8
dob	1	5	3
Ir20a	0	1	1
m	10	4	1
dod	2	2	1
5SrRNA:CR33369	0	1	0
CR43803	3	4	0
Hsromega	4	35	0
CR43157	2	1	0
CR43719	2	2	0
CR43718	0	2	1
CR43717	0	1	0
CR43716	2	1	1
CR43715	0	1	0
CR43714	0	2	0
CR43713	0	2	1
CG6362	2	1	1
5SrRNA:CR33367	0	1	0
5SrRNA:CR33366	0	1	0
CG30087	3	1	1
CG8498	2	1	1
CG30082	3	2	2
CG30083	3	1	1
CG30080	6	4	2
CG2955	2	4	2
ppk25	5	1	1
CG8490	2	4	1
ppk20	7	3	3
ppk21	7	2	2
CG30088	3	1	1
CG30089	6	12	3
CG17782	3	1	1
Mgn3998	0	1	0
CG4502	7	9	1
CG31404	0	1	1
Elongin-B	3	3	2
tRNA:CR31215	0	1	0
CG34334	1	5	1
Mgn3992	1	2	1
Dscam	205	80	76
Mgn3990	0	2	0
Elongin-C	2	2	1
Mgn3996	2	4	1
Mgn3994	0	1	0
CG5800	1	7	3
SteXh:CG42398	2	1	1
Mnn1	7	35	3
CG32572	4	2	1
Mgn1597	4	9	2
CG31407	0	1	1
RIC-3	22	176	37
Mgn144	0	2	0
Pmm45A	3	4	3
Mgn00410	1	1	0
kuk	6	7	1
Dscam2	27	350	106
C1GalTA	5	7	1
CG14452	0	1	1
CG32576	4	2	2
CR31084	2	1	0
Dscam3	40	8	7
CR44150	1	1	0
CR44151	0	1	0
Su(Tpl)	6	9	1
CR44156	0	1	1
CR44157	0	1	0
CG31406	5	3	3
CG43427	28	317	15
Cpr67Fa2	1	1	1
Mgn1730	2	2	0
Mgn1731	0	1	0
CG17568	2	1	1
Mgn1733	0	1	1
CG17564	3	1	1
CG17565	3	1	1
CG17562	4	3	1
Odc1	5	1	1
Odc2	6	2	2
CG17781	6	2	1
Klp68D	3	2	1
CG9812	8	7	5
CG9813	15	14	3
CG9815	5	3	3
bap	1	1	1
Or85e	1	1	1
baz	12	7	5
PQBP1	1	2	1
disco	1	2	1
baf	1	1	1
CG34337	1	1	1
ban	0	1	0
bam	2	1	1
ERp60	4	2	1
CG5805	3	2	1
bai	4	1	1
CG14450	2	3	2
Gprk1	18	7	4
Ext2	3	2	1
CG31098	3	2	1
noncoding_10902	1	1	0
CG34291	1	1	1
nmdyn-D7	4	2	2
snRNA:U4:38AB	0	1	0
CG4829	9	6	4
tRNA:CR32748	0	1	0
CG34296	1	1	1
l(3)02640	3	2	1
CR43883	1	2	0
tRNA:CR32740	0	1	0
ferrochelatase	5	5	5
CG14457	6	3	3
Gyc32E	24	4	3
CG10486	3	4	4
Hsp70Bc	2	3	3
Hsp70Bb	0	1	1
Ets65A	10	6	2
kat-60L1	6	9	5
CG34331	0	2	2
CG33155	4	5	3
Spn42Db	3	9	5
Spn42Dc	5	5	2
CG43109	1	2	1
Spn42De	4	2	2
CG34259	1	1	1
CG34258	2	1	1
CR43882	1	1	0
CG43104	2	3	1
CG43107	0	1	1
CG43106	2	2	1
CG43101	1	1	1
CG43100	0	2	2
CG43103	0	2	1
CG34250	2	2	2
Bgb	1	3	2
Madm	1	6	2
ome	13	3	3
omd	9	3	2
CG34297	3	1	1
Aef1	8	70	4
Gr77a	1	1	1
CG42271	9	4	3
CG42272	3	2	2
snoRNA:Psi28S-2149	0	1	0
CR43881	1	2	0
mir-307a	0	1	0
kek5	10	4	1
laza	0	4	3
mir-307b	0	1	0
CG40813	1	1	1
Mgn00317	2	3	0
frtz	10	5	5
Mgn00315	2	3	1
CG31097	3	3	3
Mgn00310	1	1	0
Mgn00311	2	1	1
CG5515	3	5	1
CG5514	9	15	4
Jon25Biii	1	2	2
CG5516	2	2	1
CG5510	5	2	2
Mgn00318	2	3	1
Mgn00319	1	1	1
fng	7	2	1
RpS28a	0	1	1
fne	15	54	2
unc	7	8	1
und	3	5	3
Mgn94017	0	1	1
unk	11	13	5
CG6259	4	2	1
cngl	21	5	5
RpL36	7	6	2
noncoding_17367	1	1	0
CG34295	0	1	1
CR10991	1	2	1
CR30029	0	2	1
Snoo	5	5	3
mt:tRNA:G	0	1	0
CG31038	14	25	9
mex1	4	5	2
CG32712	2	1	1
CG43319	0	2	1
Ssu72	3	6	2
CG6967	7	11	10
CG6966	4	10	3
CG6961	3	5	1
CG8209	2	2	1
CG6962	8	3	2
CR12628	0	1	1
CG34049	2	1	1
NetB	13	28	2
CG43646	3	1	1
CG8526	3	4	2
Int6	5	4	2
tinc	11	10	5
CG43315	2	2	2
CG14147	2	2	2
CG14141	1	1	1
CG31740	1	1	1
CG14143	0	1	1
CG14142	7	5	5
Mgn3600	0	1	1
CG43861	6	3	3
bves	11	24	4
CG15239	2	2	1
CG18649	0	3	1
Fdh	2	1	1
CG18316	2	3	3
CG18317	8	9	4
CG15546	0	2	2
CG18643	4	2	2
CG15544	5	4	1
CG18641	3	1	1
Mesh1	2	1	1
CG11438	0	3	2
CG43312	0	3	2
RhoGAP19D	20	68	11
Or35a	4	3	2
Utx	20	57	10
CG34041	10	5	5
CG11436	1	2	2
CG11437	1	3	3
Mgn98006	1	1	0
CG31919	9	16	2
CG31918	0	2	1
CG13698	7	4	1
CG13699	6	4	1
CG13694	0	3	2
slv	4	1	1
CG31910	1	1	1
CG13690	0	1	1
Tcp-1eta	4	1	1
CG13692	2	4	2
CG13693	1	1	1
sll	5	2	1
RpS6	3	3	3
slo	49	2070	279
sli	23	33	9
Fer1HCH	9	19	4
sle	4	11	9
RpL32	5	4	2
CG3213	1	2	1
CG3214	4	4	1
CG4935	4	1	1
CG3216	11	2	2
ix	0	2	2
noncoding_934	1	1	0
CG33511	3	1	1
noncoding_932	2	1	0
cana	13	2	2
Nak	15	68	17
sas	17	70	5
inaF-C	1	1	1
in	0	1	1
CG5548	1	6	1
if	13	17	4
CG13474	0	1	1
sec71	3	2	2
CG3077	4	4	3
CG3071	1	3	1
mir-3645	0	1	0
CG3078	5	2	2
Or65b	4	1	1
CG34133	11	4	4
IP05295	0	1	1
lqf	19	24	10
tRNA:K5:84ABa	0	1	0
noncoding_18816	1	1	0
tRNA:K5:84ABc	0	1	0
tRNA:K5:84ABb	0	1	0
Mgn99933	0	2	1
CG34190	1	4	2
CG31357	0	2	1
mir-274	0	1	0
noncoding_14459	1	1	0
Mgn095282	0	1	0
kis	34	1296	38
RpI135	2	1	1
CG7950	2	6	1
Dl	5	5	1
CR43380	1	2	0
CG12018	0	2	1
CR43382	2	4	0
CG34193	1	1	1
RpL31	4	4	1
CR43385	1	1	0
CR43387	0	1	0
CG12011	2	2	2
CG34194	1	1	1
Sfp87B	0	1	1
CG12012	2	3	2
qjt	1	2	1
snRNA:U2:38ABb	0	1	0
snRNA:U2:38ABa	0	1	0
CG34195	1	2	1
membrin	1	1	1
CG34196	0	1	1
CG10514	1	1	1
Mgn095284	0	1	0
Takr99D	10	4	4
CG34198	0	2	1
CG10348	1	3	2
CG15368	0	1	1
Arp53D	1	2	2
CG10343	2	2	2
noncoding_4737	4	1	0
CG10341	3	6	4
CG10340	1	1	1
CG10347	2	2	1
Dd	4	4	2
CG10345	15	5	4
CG10344	2	2	2
CG6796	3	2	2
CG10560	4	2	2
CG6792	2	2	2
CG6793	1	2	1
CG6790	1	1	1
CG12272	5	2	1
Kaz1-ORFA	0	1	1
Kaz1-ORFB	6	10	6
CG12279	2	4	1
snoRNA:684	0	1	0
FK506-bp2	2	1	1
CG10566	2	3	1
Mgn00550	4	3	0
CG12320	1	3	1
Mgn00554	2	3	2
Aats-cys	5	2	1
Mgn99936	0	2	0
Lkr	7	1	1
CG34393	13	2	1
Ast-CC	4	3	2
CG1513	16	10	3
CG8861	6	6	3
CG8866	6	4	3
CG12325	9	2	1
Lectin-galC1	2	2	2
CG1516	12	16	2
cenB1A	13	6	5
Rpn12R	0	2	1
CG7772	2	2	1
CG7770	5	8	8
CG7777	9	4	3
Sfp65A	0	2	1
CR42653	2	1	0
Mgn99937	0	1	0
CG7778	2	1	1
Or43a	5	1	1
Oct-TyrR	3	1	1
Or43b	2	1	1
CG6420	4	4	1
CG6421	1	1	1
CG6422	9	5	3
CG6424	6	32	2
CG6425	3	2	1
CG6426	2	1	1
CG6428	3	2	1
CG6429	1	1	1
nudE	12	13	5
nudC	4	1	1
CG7824	2	2	2
LanB2	10	2	1
opa	2	2	1
LanB1	7	5	2
CG14647	4	4	4
opm	1	3	2
CG5687	6	1	1
CG5681	1	1	1
Dlc90F	0	2	1
CG14417	0	1	1
Coprox	0	1	1
CG32830	1	1	1
CG32833	0	1	1
CG32832	2	1	1
CG32834	2	5	3
Sfp38D	1	1	1
CG14414	5	4	3
Nckx30C	18	294	16
Fer3HCH	2	2	2
Mgn3750	1	2	1
Ark	11	3	3
SRPK	8	17	5
dgt1	6	5	3
Takl2	4	1	1
Arpc3A	2	4	2
Arpc3B	2	4	2
Eip78C	10	40	7
sktl	2	2	1
CG1631	1	2	1
CG13053	1	1	1
CG13050	1	1	1
CG13051	0	1	1
CG13056	1	1	1
CG13054	0	1	1
CG13055	0	2	1
CR30374	0	1	1
CG13059	1	1	1
mir-2281	0	1	0
mir-2280	0	1	0
mir-2283	0	1	0
mir-2282	0	1	0
CG4480	4	3	2
CG30340	2	2	2
CG30343	3	8	5
CG4483	0	1	1
CG30345	9	2	2
CG30344	8	3	1
CG30349	6	1	1
CG15142	1	1	1
CG15841	0	2	1
Ppat-Dpck	1	1	1
CG14232	4	4	1
CstF-64	1	1	1
CG2887	0	1	1
CG15140	2	1	1
CG17999	3	1	1
Or9a	3	1	1
Ir92a	7	1	1
CG17996	1	1	1
CG17994	1	1	1
Indy-2	24	2	1
Mgn84014	3	1	1
yata	8	7	3
vps24	2	1	1
CG32396	1	2	2
snf	1	1	1
burs	2	2	1
boly	0	1	1
rt	3	1	1
CG8680	3	4	2
CG17197	1	1	1
Aos1	2	1	1
CG17195	1	2	2
CG4159	4	2	2
Cyp6a22	2	9	1
Cyp6a23	1	1	1
Cyp6a20	1	2	2
Cyp6a21	1	1	1
Ppt1	4	3	2
Ppt2	5	2	1
CG4151	0	1	1
blanks	1	1	1
dpr11	7	2	1
SNCF	0	1	1
zuc	0	2	2
CG10623	2	5	1
Zasp52	34	67	61
alpha-Cat	22	25	16
Saf6	5	3	3
CG12498	0	1	1
CG11306	5	3	1
Mical	36	420	64
CG10625	21	774	160
CG31760	18	12	3
ZAP3	13	25	11
bchs	17	2	2
CG43667	0	1	1
His2B:CG33878	0	1	1
CG6885	0	1	1
His2B:CG33876	0	1	1
CG31769	1	1	1
His2B:CG33874	0	1	1
His2B:CG33872	0	1	1
CG17450	3	2	2
His2B:CG33870	0	1	1
chr3R_9131562_9131870.0	0	1	0
CG4030	6	4	4
snoRNA:Psi28S-2179	0	1	0
CG4036	3	3	1
CG4038	2	1	1
CG42539	2	1	1
CG17221	3	4	2
alpha-Man-IIb	6	12	3
CG42649	0	1	1
CG17224	15	11	1
CG2292	1	1	1
Shawn	8	3	2
CG10508	14	34	23
Shawl	12	2	2
CG42640	3	3	1
Msp-300	54	308	35
Nsf2	4	2	2
CG4477	2	1	1
noncoding_11178	3	2	1
Proct	2	2	1
Mgn095045	0	1	0
Mgn095044	0	1	0
Mgn095047	0	1	0
Mgn095046	0	1	0
Mgn095041	0	1	0
Mgn095043	0	1	0
CG13538	0	1	1
CG18065	2	3	2
Mgn095049	0	1	0
CG6938	12	1	1
CG10646	1	1	1
CG14089	0	1	1
His1:CG33816	0	1	1
His1:CG33810	0	1	1
CG10641	1	4	1
CG3683	7	5	2
His3:CG33830	0	1	1
CG14082	5	3	3
CG3680	8	7	7
CG3687	1	1	1
His1:CG33819	0	1	1
CG14086	5	3	3
Rbsn-5	2	1	1
UbcD6	8	28	6
CG18417	2	1	1
CG18418	0	1	1
RpII215	4	10	2
CG12868	2	3	2
CG12869	3	1	1
TBPH	11	30	2
CG6933	4	4	3
CG12860	0	1	1
CG12861	1	2	2
CG12862	1	1	1
CG12863	2	3	2
CG12865	0	1	1
CG12866	7	3	3
CG14880	9	10	4
CG14881	4	5	5
CG14882	2	3	2
CG6931	3	1	1
CG13248	1	1	1
CG14339	6	1	1
CG6937	2	1	1
CG32581	7	10	2
CG7856	0	1	1
CG32582	4	4	2
CG32238	2	3	1
CG32237	2	2	2
DNA-ligI	6	2	1
CG32235	1	2	1
rab3-GEF	30	186	40
CG14883	5	1	1
PNUTS	7	12	3
CG32230	6	8	1
CG7218	2	2	1
Rox8	21	75	2
CG7214	2	4	1
CG7215	3	2	2
CG7211	1	1	1
aph-1	1	1	1
CG7213	4	2	2
chr3L_10474525_10474864.0	0	1	0
shf	10	4	4
Obp58d	2	1	1
CG33723	3	1	1
Sgf11	0	1	1
GM130	5	3	3
Obp58b	2	1	1
Obp58c	2	1	1
JTBR	2	3	1
a10	1	2	1
tRNA:D2:69F	0	1	0
CG32266	2	2	2
CG5498	3	1	1
CG6277	1	1	1
CG32053	3	4	2
CG32052	7	5	2
zen2	2	3	3
ari-1	15	30	2
ari-2	2	2	2
CG32054	2	1	1
CG11594	7	7	3
CG11597	4	6	1
CG11596	7	7	4
fsd	3	16	4
tRNA:CR30299	0	1	0
CG11593	3	3	2
CG11592	0	1	1
MIP12495	0	1	0
CG15548	0	1	1
CG11598	2	1	1
CG13737	1	1	1
chr3L_19045414_19045936.0	0	1	0
Tehao	1	1	1
CG13733	0	2	1
chr3L_21690842_21691131.0	0	1	0
CG13731	2	1	1
Mgn879	0	3	1
D1	7	22	1
CG4723	1	3	2
CG13739	8	32	2
CG13738	0	2	1
milt	13	37	5
wdb	19	294	1
CG15549	0	2	2
Ir7b	2	1	1
Xpd	9	5	4
chr3L_20983767_20983982.0	0	1	0
mus308	7	3	3
mus309	3	5	3
CG15065	1	1	1
CG15067	2	2	2
CG15068	1	1	1
mus301	6	4	2
chrX_20381233_20381443.0	0	1	0
mus304	3	1	1
gp210	20	3	3
snoRNA:Me28S-A2634a	0	1	0
snoRNA:Me28S-A2634b	0	1	0
snoRNA:Me28S-A2634c	0	1	0
CG1702	4	2	2
CG33181	16	7	5
CG34253	1	1	1
CG9308	0	1	1
CG6168	0	1	1
Cpr67Fb	1	1	1
CG9304	4	1	1
CG9305	3	3	1
CG9306	3	3	2
CG12481	0	1	1
CG12486	0	1	1
CG9302	4	3	3
IntS3	12	3	3
IntS2	2	1	1
IntS1	2	3	2
CG16908	4	2	1
IntS6	3	2	1
CG6753	2	1	1
CG8303	6	2	2
IntS9	2	1	1
IntS8	8	4	1
CG8306	6	2	2
CG16904	2	4	2
CG32590	1	1	1
snoRNA:2R:9445205	0	1	0
ms(3)K81	0	3	1
kibra	8	4	1
Ino80	13	2	1
dik	0	3	2
Ada1-1	1	1	1
Ada1-2	2	2	2
alphaTry	1	4	2
dia	6	10	4
dib	3	1	1
hoip	1	1	1
5SrRNA:CR33434	0	1	0
5SrRNA:CR33437	0	1	0
5SrRNA:CR33436	0	1	0
5SrRNA:CR33431	0	1	0
5SrRNA:CR33430	0	1	0
5SrRNA:CR33433	0	1	0
5SrRNA:CR33432	0	1	0
CR43730	4	1	1
5SrRNA:CR33439	0	1	0
CR43734	1	2	2
CG14370	0	2	1
CG4942	3	3	2
cher	24	12	9
CG9733	3	2	2
epsilonCOP	0	1	1
Pten	19	19	4
Grd	5	1	1
CG17768	5	4	3
Mtr3	1	5	1
CG17764	0	2	1
CG17765	5	2	2
CG17760	8	1	1
Mnt	16	78	11
CG43168	1	3	1
CG40127	3	4	2
mir-14	0	1	0
GstE2	0	1	1
GstE3	0	1	1
GstE4	0	1	1
GstE5	0	1	1
GstE6	0	1	1
GstE7	0	1	1
GstE8	0	2	1
GstE9	0	2	1
MED30	0	2	1
Mgn95009	0	2	0
Nf-YC	2	3	2
Nf-YB	3	3	2
Nf-YA	1	1	1
MED31	4	3	2
l(2)k10201	0	3	1
Peritrophin-15a	1	1	1
Peritrophin-15b	2	2	2
Rpn9	4	3	2
CG17508	8	9	9
Sfp33A2	0	2	1
Sfp33A1	1	2	1
slow	5	2	1
Mgn124	1	2	1
Mgn1718	0	1	0
Sfp33A4	0	2	1
Mgn1716	0	1	1
Mgn1717	0	1	0
Mgn1714	0	1	0
Mgn1712	1	1	1
lambdaTry	0	1	1
Mgn1710	0	1	0
Mgn1711	0	1	0
CG5147	3	2	1
CG5144	0	3	2
CG9879	1	2	2
CG5142	4	1	1
Kebab	5	4	2
CG9870	1	1	1
betaInt-nu	5	1	1
CG9876	3	2	1
CG9877	0	1	1
CG5149	6	4	2
AlCR2	4	3	3
boi	14	8	4
CG1307	1	2	1
bol	23	271	12
chrX_13742850_13743449.0	0	1	0
bon	13	18	10
stmA	10	5	3
CG1309	5	1	1
hbs	12	6	2
chr2L_479146_479357.0	0	1	0
Rm62	24	163	43
Rab9Fa	0	1	1
CG14508	1	2	1
Rab9Fb	0	1	1
Su(Ste):CR42430	0	1	1
pen	4	1	1
l(1)G0469	6	8	5
Plod	10	2	1
CR41504	0	1	1
CG4449	9	8	4
Mgn99962	0	1	0
CG2875	4	2	2
Octbeta3R	12	5	5
noncoding_22131	1	1	0
chr2L_21775882_21776572.0	0	1	0
CG12259	0	2	2
CR44172	0	1	0
CG34278	0	1	1
CR44170	0	1	0
Fer2	7	4	4
CR44177	1	1	0
Abi	9	9	5
CG34273	0	2	1
CG34015	3	2	1
CG34275	1	1	1
CG34274	4	3	3
CG34277	4	1	1
CG34276	2	4	1
CG42788	10	4	2
CG42789	4	4	2
Sara	8	2	1
E2f2	5	2	2
noncoding_21631	2	1	0
CG34362	14	12	10
CG42780	3	2	2
CG30381	4	3	3
CG42782	0	2	1
CG42784	13	7	5
CG42787	0	1	1
CG5537	3	6	2
CG5535	5	3	3
Cpr12A	1	1	1
CG30383	1	4	2
CG32694	12	33	8
Mgn00375	3	4	1
Mgn00376	1	1	0
CG30382	5	3	1
Mgn00371	1	1	0
Mgn00372	1	1	0
CG5538	1	1	1
CG34183	3	1	1
mir-2499	0	1	0
CG34181	0	1	1
CG34180	1	1	1
CG34187	7	7	1
CG34185	2	1	1
CG34184	4	1	1
mir-2490	0	1	0
Mgn74000	0	2	1
CG43789	1	2	1
CG43788	1	1	1
mir-2494	0	1	0
mir-2495	0	1	0
mir-2496	0	1	0
mir-2497	0	1	0
Tps1	4	3	1
CG15545	2	1	1
fln	4	2	2
Hlc	4	9	5
Rs1	4	2	2
Mgn4093	1	5	0
CG2941	2	4	1
Rip11	11	26	8
CG31140	27	515	28
CR30009	1	3	0
trbl	1	4	1
bgm	8	5	3
PyK	5	3	2
Mgn560	0	10	2
CG32071	0	1	1
D19A	1	1	1
tilB	4	6	1
Fur1	20	7	5
CG14507	1	1	1
Fur2	20	23	6
CG32073	0	2	1
CG13506	7	2	1
CG13500	0	1	1
CG13501	6	3	2
CG13502	3	3	3
CG8927	4	5	4
CG42254	1	3	1
CG42255	17	2	2
nyo	8	2	1
CG7112	8	7	5
CG43795	13	1	1
CG42258	10	17	4
CG42259	1	1	1
CG18628	1	1	1
ng2	0	1	1
mas	9	2	2
CDase	14	10	1
CG6996	1	1	1
sna	0	2	1
sno	16	12	7
CG18622	5	4	1
Uro	1	1	1
CG18624	4	5	1
noncoding_3534	1	1	0
sni	2	3	1
CG31935	4	2	2
CG31937	0	2	1
CG31244	0	2	1
Mgn695	2	2	0
sns	24	4	4
CG31933	0	1	1
Mgn699	1	2	0
tRNA:Y1:85Ad	1	2	0
mam	10	9	3
mal	3	4	2
tRNA:Y1:85Ac	1	2	0
Xbp1	3	5	3
CG4953	4	1	1
CG3270	1	1	1
CG3271	3	3	2
CG4956	0	1	1
CG3277	14	1	1
CG4955	3	3	3
snoRNA:Psi28S-3186	0	1	0
CG18292	0	2	2
Mlp84B	3	8	1
CR40668	0	1	0
GlcAT-S	6	6	3
SuUR	4	2	2
Dp1	16	85	4
GlcAT-P	19	40	2
lsn	3	2	2
Vha16-3	1	2	1
CG43709	0	1	1
CG33062	4	2	1
Yp2	1	1	1
CG3847	4	8	3
snz	10	8	1
GlcAT-I	1	1	1
santa-maria	7	4	1
Tbp	1	1	1
sec13	1	2	1
CG3092	0	1	1
CG3091	5	3	3
CG18336	1	2	1
Tbh	9	9	1
Yp3	2	1	0
CG11127	1	3	2
ced-6	10	8	2
CG15661	7	3	1
CG15210	1	1	1
CG15211	5	4	2
slp1	0	1	1
JHDM2	1	1	1
slp2	1	4	2
Cf2	9	107	6
CG15219	4	3	3
Cbp53E	12	3	1
His4:CG33887	0	1	1
CG12071	6	5	3
His4:CG33885	0	1	1
CG12077	1	1	1
His4:CG33883	0	1	1
CG12075	8	8	4
His4:CG33881	0	1	1
CG43707	25	6	6
CG12079	4	3	3
CG12078	2	2	2
CG11162	1	1	1
His4:CG33889	0	1	1
Cp7Fc	2	3	1
CG30025	3	4	2
CG3894	4	6	2
Shc	2	3	1
CG3893	1	2	2
ng3	0	1	1
Su(Ste):CR40820	0	1	0
CD98hc	11	8	6
tRNA:G3:35Be	0	1	0
tRNA:G3:35Bd	0	1	0
CG10366	2	3	1
tRNA:G3:35Ba	0	1	0
tRNA:G3:35Bc	0	1	0
tRNA:G3:35Bb	0	1	0
CG17801	3	2	2
Nrx-IV	14	19	4
CG10362	7	1	1
His-Psi:CR31616	0	1	1
His-Psi:CR31614	0	1	1
His-Psi:CR31615	0	1	1
Pros35	3	4	4
slpr	13	32	5
SKIP	22	6	5
x16	2	3	2
CG9465	4	1	1
CR33319	4	6	2
CG9467	2	3	1
CG9466	4	1	1
CG9463	4	1	1
l(1)G0196	27	1039	423
CG3081	0	1	1
CG32758	9	30	3
CR33315	0	1	0
CG12290	2	4	1
Mgn00576	2	2	0
Mgn00577	1	1	1
Mgn00574	3	3	2
Mgn00575	3	3	1
Mgn00572	1	1	0
Mgn00573	1	1	1
Mgn00570	1	1	0
Mgn00571	1	1	0
CG5335	2	2	1
CG5334	0	1	1
CG5337	1	2	1
Pdf	0	2	1
Mgn00578	2	7	2
Mgn00579	1	1	0
CG15263	0	1	1
CG1824	4	1	1
CG1827	1	3	3
snoRNA:U31:54Eb	0	1	0
CG8840	0	1	1
CG8841	3	3	1
Surf4	5	5	2
CG18616	5	1	1
CG7798	0	1	1
Hsepi	4	4	2
CG7794	3	2	2
Ubi-p5E	16	35	21
CG7791	2	1	1
CG42650	2	1	1
CG2321	2	1	1
CG3330	1	4	2
CG6443	2	1	1
ort	4	1	1
CG6441	5	4	4
CG14193	0	2	1
CG43439	2	1	1
CG8507	6	3	3
CG32850	7	11	4
CG32857	2	1	1
yuri	24	36	18
CG32855	0	1	1
ord	7	4	1
Irc	10	1	1
stau	8	138	21
Tim10	2	3	2
Tim13	0	1	1
Aps	6	16	1
Grx-1	0	1	1
Rca1	0	1	1
CG15731	8	9	9
Mgn1942	0	3	0
Or98b	2	1	1
Mgn1940	0	1	0
Mgn1945	3	10	0
CG13365	0	1	1
tRNA:R2:84Fc	0	1	0
tRNA:R2:84Fb	0	1	0
tRNA:R2:84Fa	0	1	0
Apf	1	1	1
CG13366	18	23	5
tRNA:R2:84Fe	0	1	0
tRNA:R2:84Fd	0	1	0
isopeptidase-T-3	6	10	3
CG5484	6	4	4
chr2R_20746532_20747700.0	0	1	1
CR40959	1	4	0
ND42	5	5	3
CG18519	6	3	3
CG2861	17	221	148
Aats-val	7	4	1
CG8516	7	1	1
CG8517	1	1	1
Atg8b	0	1	1
Atg8a	2	4	1
Ntf-2r	0	1	1
Su(Ste):CR42438	0	1	1
Su(Ste):CR42439	2	2	0
Slbp	1	3	1
CG30323	2	5	3
Su(Ste):CR42431	0	1	1
CG15863	2	3	1
Su(Ste):CR42433	0	1	1
Su(Ste):CR42434	0	1	1
Ote	0	1	1
CG30325	0	2	2
CG30324	0	1	1
mRpL54	2	1	1
mRpL55	1	1	1
mRpL50	2	1	1
mRpL51	0	2	1
mRpL52	2	1	1
mRpL53	2	1	1
chr2L_18468178_18469239.0	0	1	1
prtp	2	4	1
mir-968	0	1	0
mir-963	0	1	0
mir-962	0	1	0
mir-961	0	1	0
mir-960	0	1	0
mir-967	0	1	0
mir-966	0	1	0
mir-965	0	1	0
mir-964	0	1	0
CG4174	11	5	4
chr2L_18400490_18401303.0	1	1	0
CG7442	8	14	2
noncoding_300	1	1	0
CR41619	0	2	0
CR41613	0	2	0
CR41617	15	38	0
CG7322	1	1	1
ppk28	6	3	2
CG4593	0	1	1
Crtp	1	1	1
CG43318	1	1	1
Mst87F	1	2	1
CG15734	1	1	1
Pgant35A	0	2	1
CG31742	0	1	1
CG43647	3	1	1
CG43316	1	1	1
CG31741	3	1	1
CG31030	2	2	2
CG34043	5	1	1
CG34040	1	2	2
CG31033	11	12	12
CG4019	6	6	3
CG4017	1	1	1
Ir56a	1	1	1
CG17249	0	2	1
CG5527	1	3	2
Cht11	1	2	1
CG17242	0	1	1
CG10561	3	3	1
Cht12	3	1	1
Rabex-5	4	4	4
CG10565	2	2	1
CG17244	2	3	3
Spt20	8	9	2
CG14654	1	1	1
Rpn12	0	1	1
CG44142	0	1	1
Rpn11	2	1	1
Dr	1	1	1
CG14657	4	13	2
Dp	9	4	4
Gadd45	0	1	1
pain	3	2	1
CG14535	6	1	1
CG14537	0	3	1
CG14538	0	1	1
noncoding_6806	1	1	0
CG10621	3	1	1
snoRNA:MeU5-C46	0	1	0
His1:CG33831	0	1	1
CG14355	3	2	1
His1:CG33837	0	1	1
His1:CG33834	0	1	1
CG10628	2	2	1
Pect	9	9	5
CR31541	0	1	0
Mgn4467	0	3	0
pburs	1	1	1
CG12848	1	1	1
CG12849	3	1	1
CG14356	1	1	1
CG5493	6	5	2
Pp2C1	2	6	3
CG5948	3	2	2
mir-4958	0	1	0
CG5946	6	12	6
mir-4955	0	1	0
CG5945	3	2	1
mir-4953	0	1	0
mir-4952	0	1	0
mir-4951	0	1	0
mir-4950	0	1	0
mt:Cyt-b	0	5	2
shot	60	2478	886
Mapmodulin	9	14	4
CG32219	3	2	1
CG10725	3	1	1
Mgn84032	1	1	0
Sbp2	3	3	2
CG32213	1	1	1
CG32212	1	1	1
CG32214	1	1	1
CG10194	4	3	3
CG10195	6	3	2
fend	4	18	1
CR41548	0	1	0
E(spl)	0	1	1
CG4949	1	2	1
Kmn1	2	4	2
TM4SF	6	8	5
Mgn095069	0	1	0
Mgn095068	0	1	1
Mgn095063	0	1	0
Mgn095062	0	1	0
Mgn095061	0	1	0
Mgn095060	0	1	0
Mgn095067	0	1	0
Mgn095066	0	1	0
Mgn095065	0	1	0
Mgn095064	0	1	0
CG32075	5	3	2
CG32074	0	1	1
Bub1	2	3	1
chr2L_17017737_17018060.0	0	1	0
Ubx	8	6	6
rept	1	2	1
